diff_word_len,diff_empathy,diff_emotional_polarity,text_similarity
17,0.9474658366864014,-0.26135993027899174,0.7682886921149897
3,0.10747885741015573,-0.6790766713483276,0.9103510890391876
7,0.6890417340499269,-0.4155559541215821,0.8483911475436003
-4,0.5568921570839844,-0.5600733157513123,0.8878276547081232
9,1.0480359792104492,-0.05411303006488044,0.7864418244383262
16,0.5378179548914797,-0.31247258153027335,0.8227564911265612
8,1.2242169384742432,-0.4725801832965259,0.82238128670531
4,-0.004064560273803641,0.025131612977401685,0.9504303471005562
20,1.188941419329834,-0.36776068837129217,0.8361896220404277
6,0.3929958340677491,-0.8359135985741273,0.8742683981554551
12,0.60007429166687,0.006203651538558896,0.8963267753122413
10,0.13365209055029292,-0.554431081053772,0.9051864142192855
12,0.2885744572878419,0.044530987893798835,0.8392884543524193
25,1.0336278975894775,0.04635366847277833,0.8049712262067783
15,0.3438374994987794,-0.2918023462156677,0.8968690128320025
4,0.0544395451445312,-0.12267279613916016,0.9388517756060979
18,1.0938552617478028,-0.9446376262258758,0.7181694014730744
31,1.0670280456627201,-0.1239967939409638,0.8856222609367315
3,-0.025767147854125927,-0.1985073092089386,0.8915059295331391
9,0.7169418039474487,-0.5375469621946258,0.6608912303930068
15,1.3546007275937502,-0.3528977629489747,0.8325763133561411
25,0.4966425892579345,0.35937047049133297,0.8315342249845976
3,0.7475605610997315,-0.16324466505899038,0.8473494919814561
6,0.01786971043737795,0.07671725771124294,0.8560652387861281
14,1.715452194311645,-0.15229237085577396,0.8114175070879988
21,1.2088676095117188,-0.017088115408508298,0.8564776762325272
5,0.2981425523731078,-0.42237344358906564,0.8467563403442961
6,0.06561815729730225,-0.08790242713757324,0.8938945791188377
15,0.3642835021553956,-0.35614621674572755,0.7766071948564088
14,0.39752888689013677,0.12870025641375715,0.9309448413594323
14,0.924123049259644,0.113027811130188,0.8326466975116095
14,0.13529968293444816,-0.04082471100845342,0.8749127204284216
15,0.7726938728582764,-0.4151601193806458,0.8132314180239772
4,-0.3305649754128417,-0.226366042788269,0.9598776592238211
14,0.7538154123695069,0.04013001893981938,0.8853107409626013
8,0.8658523558669438,-0.059000283217575056,0.893565606301417
18,1.1240904335970459,-0.12374854128289803,0.7185387204289175
19,0.39957439858337396,-0.6691035034273682,0.8994202708315542
15,0.7267215254429931,-0.6455757022763977,0.8135463874071815
5,0.3853108285700988,-0.04285824272827149,0.8727613532290777
10,0.8342143001708984,-0.5479460057546539,0.6559451540806076
14,1.438614964644165,-0.27636349176831065,0.7894127763235952
12,0.18433546974292003,0.16782945415521244,0.8084869939360217
17,0.39525651925903316,0.0037040113377991846,0.8296673054936705
17,2.3265295626993407,-0.2009439471676635,0.7206400250972658
14,0.1816840167143554,-0.415462493671936,0.8409535244252813
9,0.7600777152840577,-0.17678117749536137,0.8152987281244682
14,1.3686280842803955,-0.5032044048365174,0.7689235363802558
19,0.5611376761195068,-0.7742182613570863,0.778698522685906
12,0.5329787734949951,-0.12187874267626952,0.8330505378908359
6,0.6778934003819581,0.26989281173382573,0.865047559361249
11,1.0547785760133057,-1.470035195675171,0.7617216248261803
21,0.4829592703470458,-0.9807301764331056,0.7083501202962534
17,1.6560811395645751,0.38308322430798336,0.8034041378539065
8,1.7444220188536377,-0.2943513388815917,0.6258471113251791
13,1.4990561606099853,-0.7502913773839264,0.6936960199081174
29,1.546798705904663,-0.13917624986737054,0.6645249006132776
10,0.80837440481958,-0.41313612464147953,0.8399230035429173
15,1.263807535261963,-0.08521234995422367,0.7980501330857819
30,0.8705837724682617,-0.7197136286289978,0.8200964313113711
14,0.13525199853259284,-0.5708404779420777,0.8319350837226498
10,0.6668747660889892,0.07911869911904906,0.7934113858222391
9,0.7169419231567384,-0.5375468131830139,0.6608912303930068
15,1.759545445895752,0.3648947478978881,0.8489373090877955
14,0.05304956391247595,-0.17273172692356875,0.7969845867726977
4,0.07437789478005985,-0.03915005875311284,0.9103537791187251
2,-0.011878967746215885,0.0988208058583373,0.9359729807412147
9,1.814887285381958,0.1077902313186645,0.9172518779776483
11,0.8143086433089599,-0.16259896775296023,0.8650874900054515
7,0.8962430956568603,-0.15555793069387813,0.873212250502361
5,0.40929067115112305,0.12504023314202883,0.9277158717938774
12,0.14907217012219243,-0.706210523959732,0.8122199448919252
9,-0.17883062368469238,0.31781429064483646,0.8760464921501737
20,1.3790166377763673,-0.08347654341973887,0.741156517914159
6,0.15990936770410147,0.010427952078918556,0.8911169109878336
16,0.9280359747611084,-0.41908437008798227,0.7653288267123678
7,0.5096429586713866,-0.2372887137539063,0.9314467038539257
6,0.5643534662677001,-0.27972483684613036,0.8751176357240869
10,0.4017305377008056,0.36373674875982687,0.8657934339532066
18,1.4318962098909913,0.09130370584240732,0.8038527044593653
5,0.5680297611954346,-0.3859806060370483,0.9078081767773737
17,0.9864447116749269,-0.2470535635957336,0.8341882510729444
13,0.44672238870574943,0.14077246185675052,0.8241711553544974
9,0.7169419231567384,-0.5375468131830139,0.6608912303930068
