conv_id,turn_id,speaker,utterance,dialog_act,empathy,emotion,emotional_polarity,self_disclosure,empathy_mean,da,gen_utterance,gen_dialog_act,gen_empathy,gen_emotional_polarity,gen_da,diff_word_len,diff_empathy,diff_emotional_polarity,text_similarity,wc,gen_wc,ppl,da_category,gen_da_category
477,0,Person 1,"ahoy, what did you think about the article?","('qo',)",0.560234845,0.706659138,0.774597049,0.787016571,1.410603794,qo,Greetings! I'm curious to know your thoughts and feelings about the article you've read. It's important to share our perspectives and empathize with one another.,"('fp',)",1.5077006816864014,0.5132371187210083,fp,17,0.9474658366864014,-0.2613599302789917,0.7682886921149897,8,25,15.904272079467772,question,forward
477,1,Person 2,"Hello, I do not find it shocking, when I go grocery shopping I find it kind of insane with how much food people have in their carts like no way they can eat it all","('sv',)",2.354839563,2.715030909,1.687318444,2.955718279,1.410603794,sv,Greetings! I can understand how it might not be surprising to see the abundance of food in people's carts during grocery shopping. It can indeed seem overwhelming and make one wonder how it's possible to consume it all.,"('sv',)",2.462318420410156,1.0082417726516724,sv,3,0.1074788574101557,-0.6790766713483276,0.9103510890391876,35,38,30.89324188232422,opinion,opinion
477,2,Person 1,"I agree, i am guilty of it myself to be honest","('aa',)",1.706108689,2.392849445,1.689476967,2.997327089,1.410603794,aa,"I wholeheartedly concur, and I must humbly admit that I, too, have been culpable of the same behavior.","('sd',)",2.3951504230499268,1.273921012878418,sd,7,0.6890417340499269,-0.4155559541215821,0.8483911475436003,11,18,14.529375076293944,agreement,fact
477,3,Person 2,I am pretty good with sticking to my recipes and my list but I have a problem with produce since it seems to go bad a lot of the time before we have time to eat it,"('sd',)",1.720752954,2.016332388,1.209879398,3.090903997,1.410603794,sd,"I commend your dedication to following recipes and maintaining a grocery list. However, I empathize with the challenge you face regarding produce, as it often spoils before there's an opportunity to consume it.","('sd',)",2.2776451110839844,0.6498060822486877,sd,-4,0.5568921570839844,-0.5600733157513123,0.8878276547081232,37,33,30.92540168762207,fact,fact
477,4,Person 1,Do you just throw it away then?,"('qy',)",1.087586999,1.272931695,1.196428537,1.344572663,1.410603794,qy,"Is it necessary to let it go and discard it, even though it may be difficult?","('qy',)",2.135622978210449,1.1423155069351196,qy,9,1.0480359792104492,-0.0541130300648804,0.7864418244383262,7,16,25.43288993835449,question,question
477,5,Person 2,I try to cut off the bad pieces but sometimes its not salvageable,"('sd',)",2.327995062,2.274957895,1.730832338,2.396507978,1.410603794,sd,"I make every effort to remove the unfavorable parts, but there are moments when it's simply beyond repair, and I empathize with the struggle that comes with that realization.","('sd',)",2.8658130168914795,1.4183597564697266,sd,16,0.5378179548914797,-0.3124725815302733,0.8227564911265612,13,29,29.83319091796875,fact,fact
477,6,Person 1,"Nice, i usually just turn it into a shake of some sort!","('sd',)",1.457555532,2.106632471,0.419588238,2.129436255,1.410603794,sd,"That's lovely! It's always heartwarming to see creative ways of transforming something into a delightful shake, bringing joy and nourishment!","('ba', 'sv')",2.681772470474243,-0.0529919452965259,ba,8,1.2242169384742432,-0.4725801832965259,0.82238128670531,12,20,66.7032699584961,fact,backward
477,7,Person 2,"Thats a good idea, my neighbor has a little compost that she uses for a garden which is cool. What type of food do you waste the most of","('sd',)",1.960178614,1.95574224,0.465205133,2.451621532,1.410603794,sd,"That's a wonderful idea! My neighbor has a small compost that she utilizes for her garden, which is quite impressive. I'm curious, what type of food do you find yourself wasting the most?","('qo',)",1.9561140537261963,0.4903367459774017,qo,4,-0.0040645602738036,0.0251316129774016,0.9504303471005562,29,33,21.445274353027344,fact,question
477,8,Person 1,Vegetables and rice,"('sd',)",0.7548123,0.83744812,0.839649916,1.352275252,1.410603794,sd,"A wholesome and nourishing combination of vegetables and rice, providing sustenance and comfort to those who partake in its simple yet satisfying flavors.",(),1.943753719329834,0.4718892276287079,none,20,1.188941419329834,-0.3677606883712921,0.8361896220404277,3,23,27.38304710388184,fact,others
477,9,Person 2,"Yea I have a problem with wasting pasta, i guess people need to be more conscious of when they think they are making too much of something","('aa', 'sv')",2.208585501,2.159866571,1.738406539,2.52358532,1.410603794,aa,"I understand the concern about wasting pasta; it's essential for all of us to be more mindful and aware when preparing food, ensuring we don't make excessive amounts that could lead to waste.","('sd',)",2.601581335067749,0.9024929404258728,sd,6,0.3929958340677491,-0.8359135985741273,0.8742683981554551,27,33,31.472827911376957,agreement,fact
477,10,Person 1,True! What kind of food do you cook the most?,"('qw',)",1.085108995,1.335405707,0.479330629,1.416232347,1.410603794,qw,Absolutely! I can only imagine the variety of dishes you prepare. What type of cuisine do you find yourself cooking the most?,"('qw',)",1.68518328666687,0.4855342805385589,qw,12,0.60007429166687,0.0062036515385588,0.8963267753122413,10,22,15.715365409851074,question,question
477,11,Person 2,"I try to switch it up but I make steak, fish, quesadillas, chili, grilled chicken and then have to make a separate meal for my picky eaters","('sd',)",1.584086061,1.913880348,1.114394665,3.04852438,1.410603794,sd,"In my efforts to create variety, I prepare dishes like steak, fish, quesadillas, chili, and grilled chicken, but I also lovingly cater to the preferences of my picky eaters by preparing separate meals tailored to their tastes.","('sd',)",1.717738151550293,0.559963583946228,sd,10,0.1336520905502929,-0.554431081053772,0.9051864142192856,27,37,26.36886405944824,fact,fact
477,12,Person 1,That sounds delicious. I wish i knew how to make that,"('sv',)",2.476317644,3.044588327,0.584715247,2.410622835,1.410603794,sv,The thought of that delightful dish fills me with longing. If only I possessed the skills to create such a culinary masterpiece myself.,"('sd',)",2.764892101287842,0.6292462348937988,sd,12,0.2885744572878419,0.0445309878937988,0.8392884543524193,11,23,31.549850463867188,opinion,fact
477,13,Person 2,Which thing? What do you usually cook,"('qw',)",0.469551891,0.824924648,0.497411638,1.095483184,1.410603794,qw,"Could you kindly share which specific dish you often prepare? I understand that cooking can be a personal and meaningful activity, and I'm genuinely interested in learning more about your culinary preferences.","('qy',)",1.5031797885894775,0.5437653064727783,qy,25,1.0336278975894777,0.0463536684727783,0.8049712262067783,7,32,22.67106056213379,question,question
477,14,Person 1,I usually just eat rice with some eggs. That's it,"('sd',)",1.331195593,1.505969882,0.851540565,2.797165632,1.410603794,sd,"My typical meal consists of simply enjoying rice accompanied by a few eggs, and that's all. It's a humble and straightforward nourishment that sustains me.","('sd',)",1.6750330924987793,0.5597382187843323,sd,15,0.3438374994987794,-0.2918023462156677,0.8968690128320025,10,25,36.85658264160156,fact,fact
477,15,Person 2,"For real? Learning how to cook is a very valuable tool, how old are you?","('aa', 'qw')",1.306407928,2.087439299,0.654570341,1.731624722,1.410603794,aa,Is that so? Acquiring cooking skills is incredibly beneficial at any age. May I ask how old you are?,"('qw',)",1.3608474731445312,0.5318975448608398,qw,4,0.0544395451445312,-0.1226727961391601,0.938851775606098,15,19,33.29061508178711,agreement,question
477,16,Person 1,I am 40 years old unfortunately,"('sd',)",1.202551961,2.000454187,1.440343499,2.815093517,1.410603794,sd,"Embracing my 40 years of life's journey, though it may feel daunting at times, has brought me wisdom and experiences that are truly invaluable.","('sd',)",2.2964072227478027,0.4957058727741241,sd,18,1.0938552617478028,-0.9446376262258758,0.7181694014730744,6,24,23.327672958374023,fact,fact
