diff_word_len,diff_empathy,diff_emotional_polarity,text_similarity
13,0.46137708393981913,-0.2644249203226319,0.8290068268764372
2,0.32573461569567863,-0.4960981604916992,0.9157948378578942
7,0.6838344338637692,-0.49655449404620366,0.8788502472162084
3,0.978388309961792,-0.13100945914959716,0.9009840061091057
5,0.3826401233068235,-0.2659201618321533,0.7827822963948905
10,-0.08534050000353988,-0.5531781908518676,0.8474826086213808
3,0.731629848935669,-0.3532929792991524,0.9027927669658795
6,0.1075148579085694,0.053250908812896736,0.9406218405685298
25,1.6479637028839111,-0.35810315639459234,0.8188981458211799
6,0.6396994587930909,-0.8432706594833985,0.8937286262374604
6,0.3054572348202518,-0.1296463309615174,0.8719767416646879
9,-0.019163132189880416,-0.5002810361357117,0.8795904222541822
17,0.415734291195923,-0.047154307211181634,0.8302576140480833
7,0.8092328608920898,-0.04164308259724431,0.8438396782174749
10,0.06574416148608409,0.017339706911621122,0.9239975592827118
6,0.07902348088214106,-0.1824405192226563,0.8959333619661884
16,1.3942037820267335,-0.713169574553894,0.8209254326013602
24,0.6896923780525515,-0.04073184700340271,0.898999781967912
19,0.3689641353337403,-0.07396310592753602,0.8217759718665192
16,1.0884949865493774,-0.6170429882337494,0.6458131463256411
4,0.49687975648626714,0.08252692252923577,0.8822680138675849
12,0.017418861078002834,-0.15078908160598758,0.840940692679786
13,1.4534981850773927,-0.08550453225030519,0.8152361115807156
8,-0.15697860766259764,-0.1450425384313354,0.8746656715941331
17,1.8263559342408446,-0.1657241583466189,0.8022541103160938
8,0.8279950022805787,-0.1683319212938233,0.8452785591677157
10,1.0371639728519286,-0.5193369386051636,0.78937776395378
9,0.09500503531091309,-0.07706117671795654,0.9013343618748868
16,0.4373381734429319,-0.43038171565090944,0.7500384442398308
9,0.1153523922917481,-0.029310941630065868,0.9358884536774353
21,1.0529286866192626,0.09248185165753176,0.8099069096223048
13,0.4553622010542604,-0.06033611266174321,0.8925004341493246
19,1.1697943214666748,0.16949915901214596,0.8132266456656851
6,-0.06260049310540738,-0.18261146515155025,0.9401130852778401
14,0.10118103012158208,-0.027851104984435993,0.8678216276892643
9,0.6690456866317138,-0.055509537196304304,0.8764665990076013
11,0.7101886277193603,-0.0984839205019532,0.7223060747588697
11,0.18527948815246575,-0.49633979817376717,0.9026636565467133
28,0.27709913278857434,-0.6627895236875305,0.8210148417224049
11,0.381085574511261,-0.04196310017303473,0.8561147142040395
16,1.1313862505111694,-0.6226211783220215,0.6493936899706123
4,0.5108349324862671,0.028802633529235733,0.8808083904208334
17,0.7893733973704835,-0.015367984561675985,0.836798374028277
4,0.029178023279723853,-0.12058860073800659,0.8970952715425321
6,1.4479377868051757,-0.7886581424191283,0.7485140087669919
12,0.42973232222583,-0.6985757348676147,0.8200349082138556
14,0.8417367938820801,-0.2059593200429688,0.8203227269070793
10,1.2431254979156494,-0.39806204987130744,0.8133320542341975
16,0.8617300986048584,-0.34018301975323495,0.7707015823648447
21,0.7312979701960449,-0.6785134668164368,0.7611075786624562
27,2.028944969366944,0.14440178867016606,0.7813826073948902
15,1.1515443326203614,-1.3302667144205933,0.7489614510669702
19,0.7838497160562743,-0.630008578761597,0.7805623315716752
7,0.3239293689728393,-0.28697085379412846,0.8727019581567612
18,2.6292360428251964,-0.6745238597575225,0.6259065824872296
9,1.4794405104329833,-0.4355548621003418,0.666984309411524
16,0.7862243650843506,-0.7558357719239501,0.7240036785232965
12,0.6940629481392822,-0.2852903008766785,0.8057779117992714
13,0.8653669358204348,-0.32557177549896243,0.8206069997354968
14,0.38525748233764645,-0.5350097421200561,0.8775294902647377
16,0.5424587722905279,-0.5306293964372562,0.8335287833606424
10,0.6544498202576904,0.1288307908033905,0.8281003106798738
16,1.0884948673400878,-0.6170429882337494,0.6458131463256411
12,1.0693544153934327,-0.059391259983276434,0.8042753945881703
6,0.5423874850550536,0.05924528881015012,0.8640079800715534
12,0.23066574372949222,-0.085618733889679,0.8416069552159442
5,0.0365352626004638,0.10862290890093984,0.9305599731930928
13,1.075906515270874,0.26024985274810786,0.9148467094548487
7,0.7473380565322265,-0.19476765414288333,0.8514696528531276
7,0.8962430956568603,-0.15555793069387813,0.873212250502361
10,0.4966071842126465,-0.1467189788750305,0.9010395017784067
6,0.3884186743336182,-0.3506901265350342,0.8367686952425744
19,-0.04159557825164795,-0.025141656277465785,0.8004510181595942
14,0.8713514804582521,-0.4959385394982301,0.7520702327256346
5,0.300779700421997,0.040220380095581154,0.8759872386961598
11,0.7397053244315186,-0.6543129682058106,0.7701282481131494
18,0.5925559997861936,-0.1033992770321045,0.9133807489809561
7,0.46287918114196813,-0.3809747998912506,0.872588286515565
1,0.06757676630035392,-0.015252649719635025,0.9448504704157691
5,0.6184043886019288,0.08891665902844248,0.8613156112293752
15,1.1214088200333252,-0.08271169658270261,0.8466878126473023
11,0.7229430675404054,-0.24659574031921383,0.8551764490790069
13,-0.06400716260955819,-0.08480024341210934,0.8323491791491071
16,1.0884948673400878,-0.6170429882337494,0.6458131463256411
20,0.7300460342386477,-0.1537542935850067,0.8962836570562329
8,-0.09908151652465813,-0.3523996468567505,0.8658366927257903
14,0.7146422859920649,-0.22329378116973886,0.8481112613203498
11,0.5582244988538818,-0.29847753018530276,0.8433471931263162
13,0.92649173724292,-0.6341641545766297,0.833796306986211
11,0.34883189180737295,-0.14409792449835201,0.8739248275610209
20,0.41957271126281737,-0.8134890796829835,0.8176929250660478
11,0.7909750941641851,-0.37377107099670415,0.8729683755810826
26,0.19376564040588384,-0.5810688733453979,0.8879510813124608
11,0.413759231571289,0.1586356461947174,0.8283715801269236
11,0.6510497335238041,-0.44288265665155024,0.883052481471489
9,0.6621937752196043,0.133871793904953,0.9062827503635421
9,0.9827803371307373,-0.033405363453918424,0.7913571894145779
11,0.8338704110513921,-0.037946939378417976,0.7823683325439212
8,1.400660156763184,-0.369245119368885,0.8150226761356624
