conv_id,turn_id,speaker,utterance,dialog_act,empathy,emotional_polarity,da
477,0,Person 1,Greetings! I'm curious to know your thoughts and feelings about the article you've read. It's important to share our perspectives and empathize with one another.,"('fp',)",1.5077006816864014,0.5132371187210083,fp
477,1,Person 2,Greetings! I can understand how it might not be surprising to see the abundance of food in people's carts during grocery shopping. It can indeed seem overwhelming and make one wonder how it's possible to consume it all.,"('sv',)",2.462318420410156,1.0082417726516724,sv
477,2,Person 1,"I wholeheartedly concur, and I must humbly admit that I, too, have been culpable of the same behavior.","('sd',)",2.3951504230499268,1.273921012878418,sd
477,3,Person 2,"I commend your dedication to following recipes and maintaining a grocery list. However, I empathize with the challenge you face regarding produce, as it often spoils before there's an opportunity to consume it.","('sd',)",2.2776451110839844,0.6498060822486877,sd
477,4,Person 1,"Is it necessary to let it go and discard it, even though it may be difficult?","('qy',)",2.135622978210449,1.1423155069351196,qy
477,5,Person 2,"I make every effort to remove the unfavorable parts, but there are moments when it's simply beyond repair, and I empathize with the struggle that comes with that realization.","('sd',)",2.8658130168914795,1.4183597564697266,sd
477,6,Person 1,"That's lovely! It's always heartwarming to see creative ways of transforming something into a delightful shake, bringing joy and nourishment!","('ba', 'sv')",2.681772470474243,-0.0529919452965259,ba
477,7,Person 2,"That's a wonderful idea! My neighbor has a small compost that she utilizes for her garden, which is quite impressive. I'm curious, what type of food do you find yourself wasting the most?","('qo',)",1.9561140537261963,0.4903367459774017,qo
477,8,Person 1,"A wholesome and nourishing combination of vegetables and rice, providing sustenance and comfort to those who partake in its simple yet satisfying flavors.",(),1.943753719329834,0.4718892276287079,none
477,9,Person 2,"I understand the concern about wasting pasta; it's essential for all of us to be more mindful and aware when preparing food, ensuring we don't make excessive amounts that could lead to waste.","('sd',)",2.601581335067749,0.9024929404258728,sd
477,10,Person 1,Absolutely! I can only imagine the variety of dishes you prepare. What type of cuisine do you find yourself cooking the most?,"('qw',)",1.68518328666687,0.4855342805385589,qw
477,11,Person 2,"In my efforts to create variety, I prepare dishes like steak, fish, quesadillas, chili, and grilled chicken, but I also lovingly cater to the preferences of my picky eaters by preparing separate meals tailored to their tastes.","('sd',)",1.717738151550293,0.559963583946228,sd
477,12,Person 1,The thought of that delightful dish fills me with longing. If only I possessed the skills to create such a culinary masterpiece myself.,"('sd',)",2.764892101287842,0.6292462348937988,sd
477,13,Person 2,"Could you kindly share which specific dish you often prepare? I understand that cooking can be a personal and meaningful activity, and I'm genuinely interested in learning more about your culinary preferences.","('qy',)",1.5031797885894775,0.5437653064727783,qy
477,14,Person 1,"My typical meal consists of simply enjoying rice accompanied by a few eggs, and that's all. It's a humble and straightforward nourishment that sustains me.","('sd',)",1.6750330924987793,0.5597382187843323,sd
477,15,Person 2,Is that so? Acquiring cooking skills is incredibly beneficial at any age. May I ask how old you are?,"('qw',)",1.3608474731445312,0.5318975448608398,qw
477,16,Person 1,"Embracing my 40 years of life's journey, though it may feel daunting at times, has brought me wisdom and experiences that are truly invaluable.","('sd',)",2.2964072227478027,0.4957058727741241,sd
