conv_id,turn_id,speaker,utterance,dialog_act,empathy,emotion,emotional_polarity,self_disclosure,da
477,0,Person 1,Hello! I hope you're doing well. I was wondering about your thoughts on the article. Did it resonate with you?,(),1.2119771242141724,,0.5286895036697388,,none
477,1,Person 2,"Hello, I can understand your perspective, as when I go grocery shopping, I too am often amazed by the amount of food people have in their carts. It makes me wonder if they can really consume it all.","('sv',)",2.4417309761047363,,0.8729721307754517,,sv
477,2,Person 1,"I understand and, to be honest, I must admit that I am guilty of it myself as well.","('sd',)",2.300868272781372,,1.50104820728302,,sd
477,3,Person 2,"I understand that you are quite skilled at following recipes and maintaining a list, but it seems that you face a challenge with produce, as it often goes bad before you have the chance to consume it.",(),2.1615195274353027,,1.0229936838150024,,none
477,4,Person 1,Would you consider discarding it then?,"('qy',)",1.2644851207733154,,1.188534140586853,,qy
477,5,Person 2,"I make an effort to remove the unfavorable parts, but occasionally, it may not be possible to save it.","('sd',)",2.234354019165039,,1.2135686874389648,,sd
477,6,Person 1,That's lovely! I usually enjoy transforming it into some kind of shake as well!,(),1.6594769954681396,,0.0511621423065662,,none
477,7,Person 2,"That's a wonderful idea! My neighbor also has a small compost that she utilizes for her garden, which is quite impressive. May I ask, which kind of food do you find yourself wasting the most?","('qo',)",1.91895079612732,,0.4971299767494201,,qo
477,8,Person 1,Savoring the delightful combination of nutritious vegetables and wholesome rice.,"('+',)",1.8203593492507928,,0.4786789417266845,,+
477,9,Person 2,"I understand that there might be an issue with wasting pasta, and I believe it's essential for people to be more aware of the quantity they're preparing to avoid making too much of something.","('sv',)",2.4731218814849854,,1.1868573427200315,,sv
477,10,Person 1,Absolutely! Which type of cuisine do you find yourself preparing the most often?,"('qw',)",1.1371946334838867,,0.5252358913421631,,qw
477,11,Person 2,"I understand the challenge of catering to diverse tastes, so I make an effort to vary the menu by preparing dishes like steak, fish, quesadillas, chili, and grilled chicken. However, I also take the time to lovingly create a separate meal for those with more selective preferences.","('sd',)",1.7874406576156616,,0.5993531942367554,,sd
477,12,Person 1,That does sound delectable! I can only imagine how wonderful it would be if I had the skills to create such a dish.,"('ba',)",2.67393159866333,,0.4386780560016632,,ba
477,13,Person 2,Which dish are you referring to? What type of meal do you typically prepare?,"('qw',)",0.7281821370124817,,0.7363742589950562,,qw
477,14,Person 1,I typically enjoy a simple meal of rice accompanied by some eggs. That's all I need.,"('sd',)",1.3883179426193235,,0.6894561052322388,,sd
477,15,Person 2,"Is it true? Acquiring cooking skills is indeed quite valuable. May I know your age, if you don't mind sharing?","('qy',)",1.2857911586761477,,0.5356769561767578,,qy
477,16,Person 1,"Regrettably, I have reached the age of 40.","('sd',)",2.3349497318267822,,1.5683233737945557,,sd
477,17,Person 2,"At the age of 30, I feel fortunate to have had a boyfriend in college who was a chef, as it may have given me an early advantage in the culinary world.","('sd',)",2.117158889770508,,0.3725946247577667,,sd
477,18,Person 1,That's truly wonderful! I thoroughly enjoyed our conversation. Take care and goodbye!,"('fc',)",0.985896646976471,,0.2201207131147384,,fc
477,19,Person 2,Farewell,(),0.660792350769043,,0.694128155708313,,none
479,0,Person 1,How did the article resonate with you?,"('qw',)",1.1385498046875,,0.6239793300628662,,qw
479,1,Person 2,"I believe that in our country, having a full stomach is often overlooked and taken for granted. What are your thoughts on this?","('qo', 'sv')",1.798924684524536,,0.8697490692138672,,qo
479,2,Person 1,"Indeed, I couldn't agree more. Do you happen to discard your food?","('qy',)",1.609208106994629,,0.8512217998504639,,qy
479,3,Person 2,"If it begins to develop mold and removing the moldy part wouldn't be enough to salvage it, what would you do?","('qw',)",2.023874521255493,,1.3145830631256104,,qw
479,4,Person 1,"Yes, I can understand the frustration, as I often find myself discarding bread that seems to develop mold rather quickly.","('aa',)",2.853485345840454,,1.5064243078231812,,aa
479,5,Person 2,Where do you usually purchase your fruits and vegetables?,"('qw',)",0.6847425103187561,,0.5454566478729248,,qw
479,6,Person 1,from our friendly neighborhood grocery store,"('+',)",1.4073675870895386,,0.5997399091720581,,+
479,7,Person 2,"Do you usually follow a routine when shopping, or do you prefer to go only when there's a need for certain items?","('qy',)",1.0407288074493408,,0.5827473402023315,,qy
479,8,Person 1,How about you? Is everything going well in your life?,"('qy',)",0.7509506940841675,,0.4509308040142059,,qy
479,9,Person 2,"Once a week, I make an effort to purchase only what I need for that week. Unfortunately, I often find myself discarding fresh herbs such as cilantro, thyme, and others, as I haven't yet discovered an effective method for preserving them.","('sd',)",1.8468308448791504,,1.0448434352874756,,sd
479,10,Person 1,I can totally relate to that. I've also been making an effort to reduce my fast food consumption lately.,"('sd',)",2.588488817214966,,0.8316190838813782,,sd
479,11,Person 2,"I occasionally enjoy dining out, about once a week, but my true passion lies in the art of cooking.","('sd',)",1.358720779418945,,0.5461715459823608,,sd
479,12,Person 1,"Fast food can be enjoyable occasionally, but it might not be the best choice for daily consumption.","('sv',)",1.716696858406067,,1.0771790742874146,,sv
479,13,Person 2,"What are your thoughts on the issue of food waste generated by grocery stores, restaurants, and similar establishments? Do you believe there is a feasible solution to significantly reduce the substantial amount they contribute?","('qy',)",1.3750828504562378,,0.841315507888794,,qy
479,14,Person 1,It would likely be a wonderful idea to share some of the surplus food with individuals who are in need.,"('sv',)",2.899021625518799,,0.5087854862213135,,sv
479,15,Person 2,That's a wonderful thought. I am confident that there are certain places that have already implemented programs like that.,"('sv',)",2.489527940750122,,0.3329369127750397,,sv
479,16,Person 1,"Yes, I have come across a few instances where that happens.","('sd',)",1.7031469345092771,,1.0212383270263672,,sd
479,17,Person 2,"If presented with the chance to help reduce food waste, would you consider buying imperfect produce, such as those with unusual shapes, colors, or other imperfections?","('qy',)",1.6167471408843994,,0.8581884503364563,,qy
479,18,Person 1,"If I'm feeling hungry and unable to afford proper nourishment, I might consider it. How about you?","('qo',)",1.811384677886963,,0.7036041617393494,,qo
479,19,Person 2,Absolutely! I truly appreciate our conversation! Take care and goodbye!,"('fc',)",0.7771143913269043,,0.2602132558822632,,fc
479,20,Person 1,Farewell,(),0.6607922911643982,,0.694128155708313,,none
195,0,Person 1,What were your thoughts and feelings after reading the article?,"('qo',)",0.8613407611846924,,1.0433634519577026,,qo
195,1,Person 2,It would be intriguing to consider the possibility of repatriating the refugees to their homeland.,"('sv',)",2.717903614044189,,0.6416970491409302,,sv
195,2,Person 1,What are your thoughts on what they should do?,"('qo',)",1.3024537563323977,,0.7685061693191528,,qo
195,3,Person 2,Please ask them to leave gently.,"('ad',)",1.5666730403900146,,0.9997321963310242,,ad
195,4,Person 1,"I understand your concern, as it seems that accommodating a large number of people in one country might be challenging. Perhaps it would be more feasible to focus on providing support to those who are genuinely facing severe hardships.","('sv',)",2.749282121658325,,1.1114976406097412,,sv
195,5,Person 2,"Indeed, there may be unique exceptions, but at the very least, we should consider the basic requirements.","('sv',)",1.7887470722198486,,0.8277482986450195,,sv
195,6,Person 1,"Please try to keep it minimal, as Germany is a relatively small country.",(),1.6640440225601196,,0.6911264657974243,,none
195,7,Person 2,Germany may seem relatively small in size.,"('sv',)",1.8745509386062624,,1.2871681451797483,,sv
195,8,Person 1,"Indeed, the space appears to be quite limited for accommodating all the asylum seekers.","('aa',)",2.6767077445983887,,1.4994100332260132,,aa
195,9,Person 2,and individuals involved in acts of terror,"('+',)",1.699592351913452,,1.6770738363265991,,+
195,10,Person 1,It would be beneficial for them to focus on improving their own country.,"('sv',)",2.9451253414154053,,0.5579197406768799,,sv
195,11,Person 2,"Yes, they need to reconstruct it, so we can unfortunately cause destruction again. It's quite disheartening to see their homes being reduced to dust.","('aa',)",3.589787244796753,,1.5831226110458374,,aa
195,12,Person 1,"Oh, you're a part of the Air Force? That's wonderful!","('qy^d',)",1.7256585359573364,,0.1895179748535156,,qy
195,13,Person 2,"Yes, I understand.",(),1.4297462701797483,,0.9098421335220336,,none
195,14,Person 1,"Haha, alright then!",(),0.7907391786575317,,0.4274077415466308,,none
195,15,Person 2,Let's consider using a more compassionate approach rather than resorting to destructive actions like bombing them into tiny pieces.,"('sv',)",2.4633138179779053,,0.9248160123825072,,sv
195,16,Person 1,"Returning to the topic of the article, I believe that allowing a limited number of individuals in is a positive approach, rather than admitting everyone.","('sv',)",2.2995927333831787,,0.5857491493225098,,sv
195,17,Person 2,It is truly heartbreaking to see innocent Christians suffering at the hands of such brutal extremists.,"('sv',)",3.764694213867188,,1.7719215154647827,,sv
195,18,Person 1,"I believe it's unlikely that they would consider religion as a factor. After all, this is Germany we're talking about, not a southern American state, haha!","('sv',)",2.343900442123413,,1.3341717720031738,,sv
195,19,Person 2,"If they are genuinely concerned about terrorism, they should take appropriate actions.","('sv',)",2.367630243301392,,0.9746246337890624,,sv
195,20,Person 1,It has been a wonderful conversation. Take care and goodbye!,"('fc',)",0.8814769387245178,,0.2474013119935989,,fc
195,21,Person 2,Farewell,(),0.6607922911643982,,0.694128155708313,,none
247,0,Person 1,How do you feel regarding her passing away?,"('qo',)",1.451588153839111,,1.0767549276351929,,qo
247,1,Person 2,I believe she experienced a truly fulfilling and rich life.,"('sv',)",2.982043027877808,,0.3572185933589935,,sv
247,2,Person 1,"Oh, by the way, had you come across any information about her prior to reading this article?","('qy',)",1.0005437135696411,,0.5848483443260193,,qy
247,3,Person 2,"I was just a very young child during the Clinton administration, so I didn't have a clear understanding of her role or abilities as a politician at that time.","('sd',)",2.2812345027923584,,1.2405449151992798,,sd
