conv_id,turn_id,speaker,utterance,dialog_act,empathy,emotion,emotional_polarity,self_disclosure,empathy_mean,da,gen_utterance,gen_dialog_act,gen_empathy,gen_emotional_polarity,gen_da,diff_word_len,diff_empathy,diff_emotional_polarity,text_similarity,wc,gen_wc,ppl,da_category,gen_da_category
477,0,Person 1,"ahoy, what did you think about the article?","('qo',)",0.560234845,0.706659138,0.774597049,0.787016571,1.410603794,qo,Greetings! I'm curious to know your heartfelt thoughts and impressions on the article you recently read.,"('fp',)",1.3272542575067583,0.4385751783847809,fp,8,0.7670194125067585,-0.3360218706152191,0.8259237810355358,8,16,31.17753219604492,question,forward
477,1,Person 2,"Hello, I do not find it shocking, when I go grocery shopping I find it kind of insane with how much food people have in their carts like no way they can eat it all","('sv',)",2.354839563,2.715030909,1.687318444,2.955718279,1.410603794,sv,"Greetings, I am not at all surprised by this observation. When I venture out for grocery shopping, I often find it quite astonishing to see the sheer volume of food items in people's carts, leaving me to wonder how they could possibly consume it all.","('sd',)",2.071272848874923,0.8569314479827881,sd,10,-0.2835667141250773,-0.8303869960172119,0.9399696554243696,35,45,16.567115783691406,opinion,fact
477,2,Person 1,"I agree, i am guilty of it myself to be honest","('aa',)",1.706108689,2.392849445,1.689476967,2.997327089,1.410603794,aa,I deeply appreciate your honesty and vulnerability in acknowledging your own actions. It is a testament to your self-awareness and empathy.,"('sv',)",2.3937055982885056,0.4954555332660675,sv,10,0.6875969092885057,-1.1940214337339323,0.7548681332737622,11,21,18.18804359436035,agreement,opinion
477,3,Person 2,I am pretty good with sticking to my recipes and my list but I have a problem with produce since it seems to go bad a lot of the time before we have time to eat it,"('sd',)",1.720752954,2.016332388,1.209879398,3.090903997,1.410603794,sd,"I take great care in adhering to my recipes and grocery list, yet I find myself struggling with the perishable nature of produce, as it often deteriorates before we have the opportunity to consume it.","('sd',)",2.7396414646985923,1.2642414569854736,sd,-2,1.0188885106985923,0.0543620589854736,0.943294230683133,37,35,17.48164939880371,fact,fact
477,4,Person 1,Do you just throw it away then?,"('qy',)",1.087586999,1.272931695,1.196428537,1.344572663,1.410603794,qy,"In such a situation, would you consider gently discarding the item, acknowledging the emotions that may arise from letting go?","('qy',)",2.163687639169477,1.1242616176605225,qy,13,1.0761006401694768,-0.0721669193394776,0.7465764648346465,7,20,36.60466384887695,question,question
477,5,Person 2,I try to cut off the bad pieces but sometimes its not salvageable,"('sd',)",2.327995062,2.274957895,1.730832338,2.396507978,1.410603794,sd,"I make every effort to remove the unfavorable parts, but there are moments when, regrettably, it is beyond the scope of restoration.","('sd',)",2.259963054099484,1.3863093852996826,sd,9,-0.0680320079005158,-0.3445229527003173,0.849625785492222,13,22,33.287986755371094,fact,fact
477,6,Person 1,"Nice, i usually just turn it into a shake of some sort!","('sd',)",1.457555532,2.106632471,0.419588238,2.129436255,1.410603794,sd,How delightful! I can truly appreciate the joy of transforming it into a delectable shake of some kind!,"('sv',)",2.7406387263460603,0.2245649397373199,sv,6,1.2830831943460603,-0.1950232982626801,0.8582134420403172,12,18,64.43205261230469,fact,opinion
477,7,Person 2,"Thats a good idea, my neighbor has a little compost that she uses for a garden which is cool. What type of food do you waste the most of","('sd',)",1.960178614,1.95574224,0.465205133,2.451621532,1.410603794,sd,"That's a wonderful idea! My neighbor has a quaint compost that she utilizes for her lovely garden. I'm curious, what type of food do you find yourself wasting the most?","('qo',)",1.9962600446905436,0.5512975454330444,qo,1,0.0360814306905434,0.0860924124330444,0.9518807220537252,29,30,33.37038040161133,fact,question
477,8,Person 1,Vegetables and rice,"('sd',)",0.7548123,0.83744812,0.839649916,1.352275252,1.410603794,sd,A wholesome and nourishing medley of vegetables and rice,"('sv',)",1.5341893729443985,0.3686792254447937,sv,6,0.7793770729443985,-0.4709706905552063,0.8836382771788224,3,9,54.58365249633789,fact,opinion
477,9,Person 2,"Yea I have a problem with wasting pasta, i guess people need to be more conscious of when they think they are making too much of something","('aa', 'sv')",2.208585501,2.159866571,1.738406539,2.52358532,1.410603794,aa,"I can genuinely empathize with your concern about wasting pasta. It's a poignant reminder that we all must strive to be more mindful and conscious when preparing food, so as not to create unnecessary waste.","('aa', 'sv')",3.2658839903404897,0.8611568808555603,aa,8,1.0572984893404898,-0.8772496581444398,0.8553912020948857,27,35,22.673622131347656,agreement,agreement
477,10,Person 1,True! What kind of food do you cook the most?,"('qw',)",1.085108995,1.335405707,0.479330629,1.416232347,1.410603794,qw,"Absolutely! I'm curious to know, what type of nourishing meals do you find yourself preparing most frequently?","('aa', 'qw')",1.2662844618286753,0.4148860871791839,aa,7,0.1811754668286753,-0.0644445418208161,0.8604711377663432,10,17,25.26716041564941,question,agreement
477,11,Person 2,"I try to switch it up but I make steak, fish, quesadillas, chili, grilled chicken and then have to make a separate meal for my picky eaters","('sd',)",1.584086061,1.913880348,1.114394665,3.04852438,1.410603794,sd,"In my earnest attempts to diversify our meals, I lovingly prepare steak, fish, quesadillas, chili, and grilled chicken, only to find myself compassionately crafting separate dishes to accommodate the unique preferences of my cherished picky eaters.","('sd',)",1.9993868701516455,0.6281360387802124,sd,9,0.4153008091516457,-0.4862586262197876,0.9084148105350316,27,36,33.89141082763672,fact,fact
477,12,Person 1,That sounds delicious. I wish i knew how to make that,"('sv',)",2.476317644,3.044588327,0.584715247,2.410622835,1.410603794,sv,The thought of that delightful dish truly warms my heart. If only I possessed the knowledge and skill to create such a culinary masterpiece.,"('sv',)",3.005710100804876,0.6319003105163574,sv,13,0.5293924568048758,0.0471850635163574,0.8401623209478825,11,24,26.768075942993164,opinion,opinion
477,13,Person 2,Which thing? What do you usually cook,"('qw',)",0.469551891,0.824924648,0.497411638,1.095483184,1.410603794,qw,Which delightful dish are you referring to? What do you typically prepare with love and care in your kitchen?,"('qw',)",1.0371878715019072,0.4634405970573425,qw,12,0.5676359805019071,-0.0339710409426575,0.8454871258947699,7,19,33.081565856933594,question,question
477,14,Person 1,I usually just eat rice with some eggs. That's it,"('sd',)",1.331195593,1.505969882,0.851540565,2.797165632,1.410603794,sd,"My typical meal consists of the humble yet nourishing combination of rice and eggs, providing sustenance and contentment.","('sd',)",1.7395237997759567,0.5123054385185242,sd,8,0.4083282067759568,-0.3392351264814758,0.898023803832779,10,18,43.78530883789063,fact,fact
477,15,Person 2,"For real? Learning how to cook is a very valuable tool, how old are you?","('aa', 'qw')",1.306407928,2.087439299,0.654570341,1.731624722,1.410603794,aa,"Oh, I can genuinely understand your surprise! Acquiring the skill of cooking is indeed invaluable. May I kindly inquire about your age?","('qo',)",1.6736808034394492,0.4760752618312835,qo,7,0.3672728754394492,-0.1784950791687165,0.8861326484729948,15,22,74.95620727539062,agreement,question
477,16,Person 1,I am 40 years old unfortunately,"('sd',)",1.202551961,2.000454187,1.440343499,2.815093517,1.410603794,sd,It is with a heavy heart that I share that I have reached the milestone of 40 years in this journey of life.,(),2.6826030885281185,0.7052486538887024,none,17,1.4800511275281183,-0.7350948451112975,0.8176004511732244,6,23,11.718144416809082,fact,others
477,17,Person 2,"I am 30, my boyfriend in college was a chef though so maybe i got a head start in the culinary world","('sd',)",1.244713068,1.623591304,0.48748669,3.020272017,1.410603794,sd,"At the age of 30, I have been fortunate enough to gain valuable culinary experience, thanks in part to my college boyfriend who was a talented chef. This has allowed me to have a head start in the world of cooking.","('sd',)",1.9651234758126843,0.481311172246933,sd,19,0.7204104078126845,-0.006175517753067,0.91166847934991,22,41,11.961198806762695,fact,fact
477,18,Person 1,That's awesome. It was nice talking to you! bye,"('fc',)",0.997496188,2.019673824,0.380253047,1.208856344,1.410603794,fc,"That is truly wonderful! I have thoroughly enjoyed our conversation, and I wish you all the best. Farewell!","('fc',)",1.2285848029474995,0.1800687909126281,fc,9,0.2310886149474995,-0.2001842560873719,0.8662322981539843,9,18,13.308284759521484,forward,forward
477,19,Person 2,bye,"('fc',)",0.3759965,0.742811799,1.016468167,0.913960814,1.410603794,fc,"Farewell, and may our paths cross again in the future, filled with warmth and understanding.","('fc',)",1.317512475803157,0.4050420522689819,fc,14,0.9415159758031566,-0.611426114731018,0.6510645820753599,1,15,20.06560134887696,forward,forward
479,0,Person 1,what did you think about the article?,"('qo',)",0.635084331,0.681005538,1.001944184,0.779372454,1.421981291,qo,What were your heartfelt thoughts and impressions after reading the article?,"('qo',)",0.893074430957541,0.7740151286125183,qo,4,0.2579900999575411,-0.2279290553874817,0.9061000988795638,7,11,30.14225959777832,question,question
